Postal Code	x	y	inseecode	place	population	density
81330	-0.14607242	0.70831853	81305	Vabre	927	33
81350	-0.14766395	0.7144449	81306	Valderiés	735	36
81090	-0.14784624	0.70654017	81307	Valdurenque	628	105
81340	-0.14559366	0.7141193	81308	Valence-d'Albigeois	1194	58
81140	-0.152902	0.7161726	81309	Vaour	295	21
81500	-0.15375607	0.7083705	81310	Veilhes	85	15
81440	-0.14885207	0.7096368	81311	Vénés	558	20
81110	-0.14986157	0.7059779	81312	Verdalle	701	29
81530	-0.14406477	0.70888895	81314	Viane	624	16
81140	-0.15205592	0.71485716	81316	Vieux	195	28
81430	-0.1465296	0.712209	81317	Villefranche-d'Albigeois	898	41
81500	-0.15438107	0.7084731	81318	Villeneuve-lés-Lavaur	153	25
81130	-0.15019351	0.71455514	81319	Villeneuve-sur-Vére	351	22
81170	-0.15145555	0.71593606	81320	Vindrac-Alayrac	161	16
81240	-0.14610071	0.70538646	81321	Le Vintrou	85	7
81640	-0.14984815	0.7153818	81322	Virac	221	19
81220	-0.15211158	0.7092785	81323	Viterbe	234	36
81500	-0.1541257	0.70872515	81324	Viviers-lés-Lavaur	156	16
81290	-0.14956157	0.7065176	81325	Viviers-lés-Montagnes	1473	82
81150	-0.14987166	0.7139151	81326	Sainte-Croix	305	42
82290	-0.15935229	0.7169607	82001	Albefeuille-Lagarde	632	79
82350	-0.15719071	0.71718186	82002	Albias	2313	107
82210	-0.16259791	0.7166386	82003	Angeville	165	20
82120	-0.16404325	0.7168924	82004	Asques	117	11
82600	-0.16091739	0.7128111	82005	Aucamville	744	32
82500	-0.16385096	0.7143529	82006	Auterive	55	15
82220	-0.15664582	0.7191515	82007	Auty	148	20
82340	-0.16404764	0.71807265	82008	Auvillar	921	59
82120	-0.16460784	0.7161076	82009	Balignac	28	7
82340	-0.16414867	0.7175006	82010	Bardigues	203	17
82290	-0.15950958	0.7172824	82011	Barry-d'Islemade	562	50
82100	-0.16064863	0.7180679	82012	Les Barthes	401	49
82500	-0.16356869	0.7147454	82013	Beaumont-de-Lomagne	3488	76
82600	-0.16190445	0.7132763	82014	Beaupuy	158	13
82500	-0.16248406	0.71485054	82015	Belbése	58	16
82150	-0.16077666	0.7222171	82016	Belvéze	192	14
82170	-0.16004978	0.7141347	82017	Bessens	585	63
82800	-0.15595226	0.7169733	82018	Bioule	674	33
82200	-0.162504	0.71839076	82019	Boudou	540	44
82600	-0.16185483	0.7135624	82020	Bouillac	456	15
82110	-0.16046537	0.7215734	82021	Bouloc	200	14
82190	-0.16266991	0.7210736	82022	Bourg-de-Visa	424	29
82700	-0.16109405	0.71549296	82023	Bourret	571	35
82190	-0.16266762	0.7204835	82024	Brassac	261	13
82710	-0.15897724	0.71542376	82025	Bressols	2247	110
82800	-0.15460224	0.7161591	82026	Bruniquel	469	14
82370	-0.15937963	0.7143145	82027	Campsas	636	42
82170	-0.15994081	0.71352684	82028	Canals	467	64
82160	-0.15048403	0.71930903	82029	Castanet	240	11
82210	-0.16229153	0.7171745	82031	Castelmayran	771	48
82400	-0.16307676	0.7199656	82032	Castelsagrat	480	21
82100	-0.16167234	0.71706665	82033	Castelsarrasin	11317	147
82120	-0.16404325	0.7168924	82034	Castérat-Bouzet	153	9
82210	-0.1629608	0.71699667	82035	Caumont	262	17
82500	-0.16402681	0.7133522	82036	Le Causé	142	15
82300	-0.15591818	0.7184399	82037	Caussade	6009	131
82160	-0.15263712	0.71907204	82038	Caylus	1308	14
82440	-0.15693597	0.7174333	82039	Cayrac	340	55
82240	-0.15474416	0.7191268	82040	Cayriech	132	17
82110	-0.15963553	0.7202507	82042	Cazes-Mondenard	1307	22
82600	-0.16196267	0.71417046	82043	Comberouger	204	17
82370	-0.15861239	0.7150671	82044	Corbarieu	1209	93
82700	-0.16099507	0.71606517	82045	Cordes-Tolosannes	249	16
82210	-0.16378129	0.71596175	82046	Coutures	96	14
82500	-0.16465369	0.7146418	82047	Cumont	56	8
82170	-0.16009887	0.71384865	82048	Dieupentale	662	108
82340	-0.16472004	0.7190764	82049	Donzac	688	52
82340	-0.1654398	0.7186146	82050	Dunes	853	37
82700	-0.16078845	0.71602947	82052	Escatalens	691	38
82500	-0.16309784	0.71377885	82053	Escazeaux	227	14
82400	-0.16404764	0.71807265	82054	Espalais	367	47
82500	-0.16413903	0.7151406	82055	Esparsac	256	15
82160	-0.15211311	0.71839744	82056	Espinas	150	9
82170	-0.15931918	0.71342057	82057	Fabas	314	50
82210	-0.16290453	0.71610266	82058	Fajolles	81	9
82500	-0.16413343	0.71396047	82059	Faudoas	298	16
82190	-0.16225885	0.7210015	82060	Fauroux	217	17
82140	-0.15250732	0.7172848	82061	Féneyrols	141	9
82700	-0.16036543	0.71477807	82062	Finhan	900	78
82100	-0.16202815	0.71624446	82063	Garganvillar	484	22
82500	-0.1632478	0.71292114	82064	Gariés	112	8
82230	-0.15681264	0.71564573	82066	Genébriéres	378	20
82120	-0.16336796	0.71588916	82067	Gensac	131	11
82500	-0.16429017	0.7142827	82068	Gimat	135	13
82330	-0.15170085	0.71832997	82069	Ginals	163	7
82500	-0.16439633	0.7148911	82070	Glatens	36	16
82500	-0.16418377	0.7136745	82071	Goas	30	11
82400	-0.16430807	0.7190033	82072	Golfech	555	57
82400	-0.16369012	0.7188941	82073	Goudourville	811	72
82120	-0.16610502	0.7160787	82074	Gramont	143	11
82170	-0.15998983	0.71324086	82075	Grisolles	2772	157
82240	-0.15475869	0.7203072	82078	Labastide-de-Penne	155	11
82370	-0.15870982	0.7144947	82079	Labastide-Saint-Pierre	2653	129
82100	-0.16171432	0.7156005	82081	Labourgade	146	27
82160	-0.15254278	0.7196454	82082	Lacapelle-Livron	166	12
82120	-0.16491967	0.7167526	82083	Lachapelle	117	11
82190	-0.16272442	0.721968	82084	Lacour	210	15
82290	-0.15996183	0.71588707	82085	Lacourt-Saint-Pierre	782	53
82100	-0.16145797	0.7158506	82086	Lafitte	202	43
82130	-0.15951926	0.7184625	82087	Lafranéaise	2651	52
82250	-0.15062653	0.71712536	82088	Saint-Martin-Laguépie	787	53
82360	-0.16472004	0.7190764	82089	Lamagistére	1248	137
82130	-0.15822254	0.717357	82090	Lamothe-Capdeville	875	73
82500	-0.16465369	0.7146418	82091	Lamothe-Cumont	75	14
82240	-0.15510815	0.719482	82092	Lapenche	174	21
82500	-0.16217759	0.7153863	82093	Larrazet	514	34
82110	-0.1606143	0.7207148	82094	Lauzerte	1529	34
82240	-0.15412629	0.719024	82095	Lavaurette	174	13
82120	-0.16414416	0.71632046	82097	Lavit	1612	61
82230	-0.1573844	0.7160365	82098	Léojac	802	63
82200	-0.16023624	0.71799666	82099	Lizac	452	48
82160	-0.15228985	0.71989816	82100	Loze	94	9
82200	-0.16291623	0.718463	82101	Malause	843	71
82120	-0.1648183	0.7173242	82102	Mansonville	287	19
82120	-0.16535637	0.71609294	82104	Marsac	219	15
82600	-0.16082859	0.71456337	82105	Mas-Grenier	837	34
82500	-0.1646485	0.7134617	82106	Maubec	160	13
82120	-0.1645022	0.71549934	82107	Maumusson	50	10
82290	-0.15946047	0.7175685	82108	Meauzac	884	75
82210	-0.16322283	0.7179273	82109	Merles	175	25
82440	-0.15720317	0.71836215	82110	Mirabel	879	27
82200	-0.16167948	0.7182468	82112	Moissac	11971	139
82220	-0.1579301	0.7190747	82113	Moliéres	1028	27
82170	-0.16025686	0.7141703	82114	Monbéqui	273	40
82230	-0.15587471	0.7148994	82115	Monclar-de-Quercy	1086	29
82110	-0.16123107	0.720822	82116	Montagudet	216	18
82150	-0.16180289	0.7223961	82117	Montaigu-de-Quercy	1634	21
82100	-0.16171432	0.7156005	82118	Montain	79	20
82270	-0.15618567	0.71936846	82119	Montalzat	521	19
82130	-0.159102	0.7178017	82120	Montastruc	209	45
82000	-0.1586241	0.71624696	82121	Montauban	51224	379
82110	-0.16133071	0.72024965	82122	Montbarla	179	24
82700	-0.16000067	0.71442086	82123	Montbartier	787	52
82290	-0.15924384	0.7163529	82124	Montbeton	1786	112
82700	-0.16026697	0.7153503	82125	Montech	3091	62
82200	-0.1615863	0.7199994	82127	Montesquieu	662	23
82270	-0.15742092	0.7195773	82128	Montfermier	120	18
82120	-0.16476175	0.71584	82129	Montgaillard	86	9
82270	-0.1565491	0.71972424	82131	Montpezat-de-Quercy	1411	32
82800	-0.15512647	0.7168352	82132	Montricoux	909	34
82160	-0.15398347	0.7198836	82133	Mouillac	55	6
82800	-0.15641326	0.71675634	82134	Négrepelisse	3326	68
82370	-0.15797879	0.71378165	82135	Nohic	905	72
82370	-0.15813737	0.71410304	82136	Orgueil	823	59
82160	-0.15171938	0.7195103	82137	Parisot	522	19
82400	-0.16389976	0.72011083	82138	Perville	110	12
82340	-0.1632731	0.71764123	82139	Le Pin	127	27
82130	-0.15879263	0.71774876	82140	Piquecos	307	39
82400	-0.16353449	0.7185717	82141	Pommevic	466	81
82170	-0.15983155	0.7129192	82142	Pompignan	864	71
82120	-0.16497038	0.7164666	82143	Poupas	101	10
82220	-0.1583909	0.7188586	82144	Puycornet	544	20
82800	-0.1551109	0.7156549	82145	Puygaillard-de-Quercy	274	16
82160	-0.15162557	0.7200836	82147	Puylagarde	298	13
82240	-0.15485442	0.7197342	82148	Puylaroque	580	16
82440	-0.15688762	0.7177197	82149	Réalville	1475	59
82370	-0.15829584	0.7144243	82150	Reyniés	760	76
82150	-0.16267408	0.72225404	82151	Roquecor	440	21
82100	-0.16192856	0.71681637	82152	Saint-Aignan	393	81
82150	-0.16349506	0.7223989	82153	Saint-Amans-du-Pech	200	30
82110	-0.16086961	0.7204642	82154	Saint-Amans-de-Pellagal	224	15
82210	-0.1630109	0.71671087	82156	Saint-Arroumex	135	14
82150	-0.16298366	0.72289854	82157	Saint-Beauzeil	120	12
82340	-0.16471688	0.7178961	82158	Saint-Cirice	136	15
82400	-0.16312711	0.7196795	82160	Saint-Clair	237	28
82410	-0.15708104	0.7165743	82161	Saint-étienne-de-Tulmont	2210	105
82240	-0.1544114	0.7192185	82162	Saint-Georges	149	16
82120	-0.16450669	0.71667945	82163	Saint-Jean-du-Bouzet	59	8
82110	-0.15989856	0.7211805	82164	Sainte-Juliette	102	14
82340	-0.16440935	0.7184314	82165	Saint-Loup	527	37
82340	-0.16373605	0.7174278	82166	Saint-Michel	230	17
82370	-0.15768796	0.71549916	82167	Saint-Nauphary	1208	49
82190	-0.1621034	0.72067934	82168	Saint-Nazaire-de-Valentane	384	22
82210	-0.16239789	0.71778274	82169	Saint-Nicolas-de-la-Grave	2024	69
82400	-0.16281584	0.7190351	82170	Saint-Paul-d'Espis	645	25
82700	-0.16073902	0.71631557	82171	Saint-Porquier	897	57
82160	-0.15232204	0.720345	82172	Saint-Projet	249	10
82600	-0.1616564	0.7147066	82173	Saint-Sardos	563	21
82300	-0.15674254	0.7185787	82174	Saint-Vincent	260	16
82230	-0.15649536	0.7150035	82176	La Salvetat-Belmontet	502	27
82110	-0.15933129	0.72078794	82177	Sauveterre	204	12
82600	-0.1608188	0.7133833	82178	Savenés	431	19
82240	-0.15483974	0.7185539	82179	Septfonds	1731	64
82500	-0.16284789	0.71520865	82180	Sérignac	483	15
82340	-0.16549075	0.7183287	82181	Sistels	142	10
82190	-0.16159225	0.72117984	82182	Touffailles	359	15
82110	-0.15912572	0.7207526	82183	Tréjouls	245	18
82800	-0.15588973	0.7160795	82184	Vaissac	636	17
82150	-0.16293317	0.7231847	82185	Valeilles	290	21
82400	-0.16374058	0.7186081	82186	Valence	4901	365
82330	-0.15163505	0.7174365	82187	Varen	870	38
82220	-0.1587539	0.71921533	82189	Vazerac	700	21
82600	-0.1605131	0.7139198	82190	Verdun-sur-Garonne	2872	79
82330	-0.1515415	0.7180097	82191	Verfeil	360	20
82230	-0.15638456	0.71439606	82192	Verlhac-Tescou	411	18
82500	-0.16253394	0.71456444	82193	Vigueron	95	15
82370	-0.1577232	0.7140329	82194	Villebrumier	729	64
82130	-0.15950958	0.7172824	82195	Villemade	634	69
83630	-0.098041326	0.70355076	83002	Aiguines	207	2
83111	-0.096660815	0.7004911	83003	Ampus	622	8
83460	-0.09566205	0.6977653	83004	Les Arcs	4744	87
83630	-0.10004818	0.70259416	83005	Artignosc-sur-Verdon	201	11
83560	-0.10401099	0.70127076	83006	Artigues	112	4
83630	-0.09852136	0.7009748	83007	Aups	1796	28
83600	-0.09278129	0.69893676	83008	Bagnols-en-Forét	1274	30
83150	-0.10553414	0.69326854	83009	Bandol	7431	866
83840	-0.094119236	0.702568	83010	Bargéme	85	3
83830	-0.09474088	0.7005886	83011	Bargemon	1069	30
83670	-0.10158449	0.70013165	83012	Barjols	2166	72
83840	-0.09349032	0.70250547	83013	La Bastide	136	12
83630	-0.09893948	0.7030609	83015	Bauduen	240	5
83330	-0.10477221	0.6943513	83016	Le Beausset	7114	198
83210	-0.102141574	0.69494045	83017	Belgentier	1442	108
83890	-0.099846266	0.6964465	83018	Besse-sur-Issole	1342	36
83230	-0.09809206	0.6927657	83019	Bormes-les-Mimosas	5083	52
83840	-0.094661154	0.7034973	83020	Le Bourguet	20	1
83149	-0.1023707	0.69875747	83021	Bras	1056	30
83840	-0.094271146	0.70316654	83022	Brenon	14	3
83170	-0.10102002	0.69744563	83023	Brignoles	11239	159
83440	-0.09399577	0.70168084	83024	Brovés	0	0
83119	-0.10224612	0.69991106	83025	Brue-Auriac	630	17
83340	-0.098882064	0.69751215	83026	Cabasse	1182	26
83740	-0.1051951	0.6943979	83027	La Cadiére-d'Azur	3139	84
83830	-0.0947987	0.7000112	83028	Callas	1276	26
83440	-0.09198152	0.70060784	83029	Callian	1790	70
83170	-0.1008399	0.6971346	83030	Camps-la-Source	1113	50
83340	-0.09743629	0.69707114	83031	Le Cannet-des-Maures	3126	42
83570	-0.09942356	0.69844383	83032	Carcés	2270	63
83660	-0.09972602	0.69555897	83033	Carnoules	2292	90
83320	-0.10139107	0.6919443	83034	Carqueiranne	7118	492
83240	-0.09552116	0.6927962	83036	Cavalaire-sur-Mer	4188	250
83170	-0.101441555	0.69749063	83037	La Celle	911	43
83300	-0.09584962	0.700117	83038	Chéteaudouble	322	8
83670	-0.10146699	0.69924366	83039	Chéteauvert	105	4
83840	-0.09394253	0.70327955	83040	Chéteauvieux	46	3
83830	-0.09434952	0.70025784	83041	Claviers	597	38
83310	-0.095376715	0.6942387	83042	Cogolin	7976	286
83610	-0.098366745	0.6942513	83043	Collobriéres	1435	13
83840	-0.09498676	0.70236313	83044	Comps-sur-Artuby	272	4
83570	-0.1006561	0.6988655	83045	Correns	569	15
83570	-0.09972312	0.699642	83046	Cotignac	1792	40
83260	-0.10148032	0.69312024	83047	La Crau	11257	297
83420	-0.09504002	0.69333094	83048	La Croix-Valmer	2634	118
83390	-0.10132693	0.6945617	83049	Cuers	7027	139
83300	-0.09572693	0.6992297	83050	Draguignan	30183	562
83570	-0.09870172	0.69924337	83051	Entrecasteaux	709	22
83560	-0.10339699	0.7010575	83052	Esparron	175	6
83330	-0.10420086	0.6937052	83053	évenos	1564	37
83210	-0.101872966	0.6934536	83054	La Farléde	6491	781
83440	-0.09285007	0.7004012	83055	Fayence	3502	127
83830	-0.09524811	0.6997647	83056	Figaniéres	1634	58
83340	-0.09918314	0.6966687	83057	Flassans-sur-Issole	1501	34
83780	-0.09656838	0.6993152	83058	Flayosc	3233	70
83136	-0.10093177	0.6962695	83059	Forcalqueiret	1313	127
83670	-0.100262225	0.7005742	83060	Fox-Amphoux	349	9
83680	-0.09610598	0.69547796	83063	La Garde-Freinet	1465	19
83136	-0.10135382	0.6963144	83064	Garéoult	3432	218
83580	-0.09479965	0.6935984	83065	Gassin	2622	106
83560	-0.10325507	0.70235556	83066	Ginasservis	911	24
83590	-0.09842895	0.69571555	83067	Gonfaron	2566	63
83310	-0.09555924	0.6945484	83068	Grimaud	3322	75
83400	-0.100906104	0.6924761	83069	Hyéres	48043	363
83980	-0.097697966	0.6924338	83070	Le Lavandou	5212	176
83250	-0.09939285	0.6926088	83071	La Londe-les-Maures	7151	90
83510	-0.09707771	0.69849235	83072	Lorgues	6340	98
83340	-0.09788772	0.6968258	83073	Le Luc	6929	157
83840	-0.093642645	0.7031039	83074	La Martre	85	4
83340	-0.09737311	0.6956069	83075	Les Mayons	450	16
83136	-0.103041805	0.6964959	83076	Mazaugues	461	9
83136	-0.10250207	0.6955624	83077	Méounes-lés-Montrieux	1010	25
83630	-0.09930061	0.7016398	83078	Moissac-Bellevue	148	7
83310	-0.09631002	0.6934583	83079	La Méle	616	14
83440	-0.09231699	0.7015154	83080	Mons	459	6
83440	-0.09179945	0.7002987	83081	Montauroux	2773	83
83131	-0.09537106	0.70065194	83082	Montferrat	629	18
83570	-0.10026568	0.6985325	83083	Montfort-sur-Argens	705	59
83670	-0.10055953	0.7017729	83084	Montmeyan	380	10
83920	-0.09518272	0.69830024	83085	La Motte	1993	71
83490	-0.09479037	0.69796956	83086	Le Muy	7248	109
83860	-0.10466591	0.6972571	83087	Nans-les-Pins	2485	52
83136	-0.10183763	0.6957827	83088	Néoules	1110	44
83470	-0.10381232	0.699206	83089	Olliéres	331	8
83190	-0.10426389	0.69312876	83090	Ollioules	10398	523
83390	-0.100511685	0.6941838	83091	Pierrefeu-du-Var	4040	69
83790	-0.09930362	0.69551474	83092	Pignans	2338	67
83120	-0.09502107	0.6956604	83094	Plan-de-la-Tour	1991	54
83670	-0.100923166	0.7003527	83095	Pontevés	450	11
83470	-0.10447521	0.69898707	83096	Pourcieux	527	25
83910	-0.105042525	0.69963336	83097	Pourriéres	2631	47
83220	-0.1022081	0.69232315	83098	Le Pradet	9704	973
83480	-0.09313336	0.69751376	83099	Puget-sur Argens	5865	218
83390	-0.10038998	0.69533724	83100	Puget-Ville	2591	70
83350	-0.094376385	0.69355637	83101	Ramatuelle	1945	55
83630	-0.09972028	0.701684	83102	Régusse	820	23
83200	-0.094752364	0.69621664	83103	Le Revest-les-Eaux	2704	112
83560	-0.10460879	0.70162874	83104	Rians	2720	28
13780	-0.105215155	0.6961504	83105	Riboux	16	1
83136	-0.10099303	0.69569266	83106	Rocbaron	1774	87
83520	-0.09379412	0.6972873	83107	Roquebrune-sur Argens	10389	98
83136	-0.10219786	0.6964048	83108	La Roquebrussanne	1235	33
83840	-0.093309216	0.70219594	83109	La Roque-Esclapon	150	6
83170	-0.10379113	0.69745266	83110	Rougiers	834	41
83136	-0.10029867	0.6962025	83111	Sainte-Anastasie-sur-Issole	1205	113
83270	-0.105861425	0.69418013	83112	Saint-Cyr-sur-Mer	7033	333
83560	-0.102963485	0.70096684	83114	Saint-Martin	142	5
83120	-0.094022244	0.6949782	83115	Sainte-Maxime	10015	123
83470	-0.10345449	0.6985832	83116	Saint-Maximin-la-Sainte-Baume	9594	150
83440	-0.092935055	0.69953495	83117	Saint-Paul-en-Forét	812	40
83700	-0.09213555	0.6968336	83118	Saint-Raphaél	26616	297
83990	-0.094079256	0.694401	83119	Saint-Tropez	5754	515
83640	-0.10547708	0.6976386	83120	Saint-Zacharie	3224	119
83690	-0.09864161	0.69982046	83121	Salernes	3012	77
83630	-0.098669544	0.7036163	83122	Les Salles-sur-Verdon	154	31
83110	-0.104930736	0.6929103	83123	Sanary-sur-Mer	14730	766
83440	-0.093451865	0.70075196	83124	Seillans	1793	20
83500	-0.10390317	0.6925062	83126	La Seyne-sur-Mer	59968	2705
83870	-0.10373765	0.69598806	83127	Signes	1340	10
83690	-0.099242054	0.700175	83128	Sillans-la Cascade	438	22
83210	-0.10163055	0.6937194	83130	Solliés-Pont	9525	537
83210	-0.10202287	0.6940529	83131	Solliés-Toucas	3439	114
83210	-0.10184215	0.69374204	83132	Solliés-Ville	1895	134
83440	-0.09038354	0.6995795	83133	Tanneron	1157	22
83460	-0.09629412	0.69782925	83134	Taradeau	1151	66
83670	-0.101281635	0.7009745	83135	Tavernes	628	20
83340	-0.09797942	0.6980018	83136	Le Thoronet	1163	31
83200	-0.103236385	0.69272536	83137	Toulon	167619	3913
83690	-0.097741	0.70031047	83139	Tourtour	472	16
83170	-0.102706015	0.69762653	83140	Tourves	2788	42
83720	-0.09557477	0.6986311	83141	Trans-en-Provence	4003	236
83840	-0.095528044	0.7032929	83142	Trigance	120	2
83143	-0.100748	0.6980001	83143	Le Val	2893	74
83160	-0.102569915	0.6929451	83144	La Valette-du-Var	20687	1335
83670	-0.10191156	0.7010421	83145	Varages	902	26
83560	-0.10226906	0.7016645	83146	La Verdiére	646	9
83630	-0.098041505	0.7015084	83147	Vérignon	26	1
83550	-0.09635269	0.6972521	83148	Vidauban	5460	74
83690	-0.09816124	0.700354	83149	Villecroze	1029	50
83560	-0.10378886	0.70329	83150	Vinon-sur-Verdon	2752	76
83170	-0.099905394	0.69791096	83151	Vins-sur-Caramy	492	30
83430	-0.10332996	0.6918607	83153	Saint-Mandrier-sur-Mer	5175	1011
83500	-0.10393457	0.6922178	83902	Les Sablettes	0	0
83530	-0.090631574	0.69698024	83904	Anthéor	0	0
83400	-0.100270465	0.6924091	83905	Ayguade-Ceinturon	0	0
83330	-0.10537465	0.6947095	83911	Laouque	0	0
83270	-0.10649589	0.6942508	83912	Les Lecques	0	0
83260	-0.10154169	0.69254357	83919	La Moutonne	0	0
83530	-0.0910533	0.6970206	83920	Agay	0	0
83140	-0.10502584	0.69204575	83921	Le Brusc	0	0
83400	-0.100846335	0.69101226	83922	Giens	0	0
83400	-0.10005783	0.69034654	83924	Porquerolles	0	0
83370	-0.092613615	0.69629705	83925	Saint-Aygulf	0	0
83400	-0.09984669	0.6923647	83926	Les Salins d'Hyéres	0	0
83500	-0.10372265	0.69219476	83927	Tamaris-sur-Mer	0	0
83700	-0.09015494	0.6975178	83930	Le Trayas	0	0
83980	-0.09682114	0.69263595	83933	Cavaliére	0	0
83400	-0.100573435	0.6915664	83935	La Capte	0	0
84210	-0.113869786	0.7094245	84001	Althen-des-Paluds	1600	250
84240	-0.107944205	0.7040485	84002	Ansouis	892	51
84400	-0.10848186	0.70673984	84003	Apt	11506	258
84810	-0.11282876	0.7110534	84004	Aubignan	3347	213
84390	-0.10777481	0.7110424	84005	Aurel	128	4
84000	-0.11564105	0.7087637	84007	Avignon	86939	1342
84330	-0.11172106	0.7115053	84008	Le Barroux	499	31
84240	-0.10575378	0.70467645	84009	La Bastide-des-Jourdans	814	29
84120	-0.10672092	0.70361716	84010	La Bastidonne	505	86
84210	-0.1118228	0.70888567	84011	Le Beaucet	280	31
84190	-0.1125863	0.71131665	84012	Beaumes-de-Venise	1784	94
84220	-0.11063647	0.70640635	84013	Beaumettes	219	85
84120	-0.10501348	0.70371747	84014	Beaumont-de-Pertuis	788	14
84340	-0.11078784	0.71227175	84015	Beaumont-du-Ventoux	260	9
84370	-0.114423685	0.71007687	84016	Bédarrides	4816	194
84410	-0.11092461	0.71111816	84017	Bédoin	2215	24
84570	-0.110679455	0.70962703	84018	Blauvac	274	13
84500	-0.11575822	0.71463054	84019	Bolléne	13907	257
84480	-0.10986867	0.7057318	84020	Bonnieux	1422	28
84390	-0.10871284	0.7120281	84021	Brantes	63	2
84110	-0.112653315	0.7142502	84022	Buisson	195	21
84480	-0.1087906	0.7058989	84023	Buoux	118	7
84240	-0.10742692	0.7048658	84024	Cabriéres-d'Aigues	532	28
84220	-0.11136899	0.7073699	84025	Cabriéres-d'Avignon	1142	78
84160	-0.10919991	0.7041931	84026	Cadenet	3232	129
84860	-0.11615196	0.71146005	84027	Caderousse	2260	70
84290	-0.11358671	0.71348554	84028	Cairanne	863	38
84850	-0.11434944	0.7124082	84029	Camaret-sur-Aigues	3121	178
84330	-0.1117555	0.71121705	84030	Caromb	2640	147
84200	-0.112517156	0.7101384	84031	Carpentras	24212	639
84750	-0.10743828	0.70662	84032	Caseneuve	313	17
84400	-0.10750421	0.70604306	84033	Castellet	108	11
84510	-0.114079855	0.7076953	84034	Caumont-sur-Durance	3717	204
84470	-0.11421822	0.70829684	84036	Chéteauneuf-de-Gadagne	2619	194
84230	-0.115220025	0.7104671	84037	Chéteauneuf-du-Pape	2062	80
84460	-0.11282765	0.7057897	84038	Cheval-Blanc	3032	52
84350	-0.114525825	0.710967	84039	Courthézon	5166	158
84110	-0.11175614	0.71297204	84040	Crestet	404	35
84410	-0.111132346	0.7111428	84041	Crillon-le-Brave	370	48
84160	-0.10826336	0.7049616	84042	Cucuron	1624	50
84340	-0.11113415	0.71289784	84044	Entrechaux	809	54
84110	-0.11082402	0.7137385	84045	Faucon	346	40
84410	-0.10991977	0.7107071	84046	Flassan	332	16
84400	-0.10865721	0.7070524	84047	Gargas	2875	193
84400	-0.10674654	0.70712554	84048	Gignac	35	4
84190	-0.11289718	0.71223164	84049	Gigondas	612	23
84220	-0.11095186	0.7073206	84050	Gordes	2031	42
84220	-0.11039383	0.7066703	84051	Goult	1281	54
84240	-0.10641383	0.70445865	84052	Grambois	903	29
84600	-0.113235734	0.7163692	84053	Grillon	1580	106
84800	-0.1127942	0.7078323	84054	L'Isle-sur-la-Sorgue	15564	349
84450	-0.114183135	0.70858514	84055	Jonquerettes	1088	423
84150	-0.11424762	0.7115181	84056	Jonquiéres	3780	158
84220	-0.11029226	0.70753515	84057	Joucas	258	31
84480	-0.10983499	0.70602024	84058	Lacoste	402	38
84190	-0.11230933	0.71186835	84059	Lafare	73	16
84400	-0.1072405	0.70835066	84060	Lagarde-d'Apt	33	2
84290	-0.11465807	0.71332395	84061	Lagarde-Paréol	279	30
84800	-0.111994654	0.70744437	84062	Lagnes	1397	83
84840	-0.116622046	0.71444553	84063	Lamotte-du-Rhéne	358	30
84840	-0.11654994	0.71502197	84064	Lapalud	3332	192
84360	-0.1097941	0.70455426	84065	Lauris	2571	118
84220	-0.10939091	0.70801425	84066	Lioux	324	8
84870	-0.11307132	0.71079016	84067	Loriol-du-Comtat	1710	151
84160	-0.1091331	0.70476973	84068	Lourmarin	1108	55
84340	-0.11123712	0.71203256	84069	Malaucéne	2172	48
84570	-0.11112975	0.70938784	84070	Malemort-du-Comtat	985	83
84660	-0.11147154	0.70650494	84071	Maubec	1199	131
84380	-0.11147734	0.71001405	84072	Mazan	4459	118
84560	-0.11087923	0.7061427	84073	Ménerbes	1118	37
84360	-0.1112583	0.70472604	84074	Mérindol	1521	57
84570	-0.11050539	0.70931405	84075	Méthamis	352	10
84330	-0.11158217	0.7109039	84077	Modéne	252	53
84430	-0.11627989	0.7138173	84078	Mondragon	3118	77
84390	-0.108531706	0.70996064	84079	Monieux	158	3
84170	-0.11317581	0.7099253	84080	Monteux	8157	209
84570	-0.11081925	0.71022844	84082	Mormoiron	1264	50
84550	-0.11614448	0.71321505	84083	Mornas	2087	80
84240	-0.107250616	0.70455354	84084	La Motte-d'Aigues	748	51
84220	-0.110224545	0.70811176	84085	Murs	391	13
84580	-0.111296885	0.7061921	84086	Oppéde	1127	47
84100	-0.11545779	0.7119593	84087	Orange	26964	363
84210	-0.11262105	0.7092736	84088	Pernes-les-Fontaines	8304	162
84120	-0.10762425	0.7031357	84089	Pertuis	15791	238
84240	-0.10655776	0.70505905	84090	Peypin-d'Aigues	385	22
84420	-0.11576566	0.71287537	84091	Piolenc	3830	154
84130	-0.11518915	0.7090005	84092	Le Pontet	15688	1457
84360	-0.1100033	0.70457864	84093	Puget	475	27
84110	-0.111031175	0.7137632	84094	Puyméras	537	37
84160	-0.10934224	0.704794	84095	Puyvert	434	44
84110	-0.112999946	0.7131218	84096	Rasteau	673	36
84600	-0.113512605	0.7158176	84097	Richerenches	542	49
84110	-0.11251583	0.71364844	84098	Roaix	499	86
84440	-0.112097785	0.70657945	84099	Robion	3417	193
84190	-0.112101756	0.71184343	84100	La Roque-Alric	59	12
84210	-0.112031035	0.7089105	84101	La Roque-sur-Pernes	357	32
